"","X210","X211","X212","X213","X214","X215","X216","X217","X218","X219","X220","X221","X222","X223","X224","X225","X226","X227","X228","X229","X230","X231","X232","X233","X234","X235","X236","X237","X238","X239","X240","X241","X242","X243","X244","X245","X246","X247","X248","X249","X250","X251","X252","X253","X254","X255","X256","X257","X258","X259","X260","X261","X262","X263","X264","X265","X266","X267","X268","X269","X270","X271","X272","X273","X274","X275","X276","X277","X278","X279","X280","X281","X282","X283","X284","X285","X286","X287","X288","X289","X290","X291","X292","X293","X294","X295","X296","X297","X298","X299","X300","X301","X302","X303","X304","X305","X306","X307","X308","X309","X310","X311","X312","X313","X314","X315","X316","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X327","X328","X329","X330","X331","X332","X333","X334","X335","X336","X337","X338","X339","X340","X341","X342","X343","X344","X345","X346","X347","X348","X349","X350","X351","X352","X353","X354","X355","X356","X357","X358","X359"
"V28",0.153665,0.157943,0.162344,0.169622,0.174571,0.175817,0.183915,0.188016,0.189576,0.188628,0.177419,0.163726,0.152872,0.138761,0.12526,0.118038,0.109492,0.102574,0.094293,0.094178,0.093046,0.089843,0.085397,0.086201,0.08728,0.090695,0.093401,0.092237,0.09403,0.094276,0.094488,0.103039,0.109774,0.11978,0.133879,0.143524,0.15747,0.174796,0.191941,0.230613,0.250168,0.270524,0.2806,0.30695,0.337866,0.367208,0.397013,0.423961,0.447595,0.462125,0.483202,0.500423,0.518914,0.545412,0.570838,0.588467,0.599091,0.599692,0.583982,0.54803,0.508655,0.462454,0.415889,0.373541,0.330199,0.304241,0.276452,0.253656,0.236668,0.222858,0.210099,0.197139,0.183867,0.174518,0.165468,0.161259,0.159138,0.164915,0.169573,0.177834,0.182448,0.185134,0.187362,0.179911,0.171688,0.154562,0.135583,0.121479,0.106495,0.101394,0.101916,0.09956,0.098766,0.101228,0.09922,0.094519,0.089442,0.083978,0.07863,0.074622,0.069103,0.06263,0.057879,0.050168,0.042772,0.038744,0.032509,0.027209,0.022446,0.019499,0.018912,0.01675,0.015634,0.01413,0.012369,0.011176,0.009932,0.00986,0.010895,0.008789,0.009942,0.007505,0.008521,0.007844,0.008242,0.007634,0.007191,0.007553,0.007222,0.007454,0.007484,0.006399,0.005446,0.005653,0.007358,0.007855,0.007774,0.006807,0.009353,0.008825,0.007988,0.008256,0.007468,0.007857,0.006754,0.00842,0.007196,0.00697,0.006931,0.007399
"V29",0.092703,0.094463,0.095806,0.097006,0.09825,0.10071,0.104648,0.105599,0.10616,0.106574,0.103326,0.096359,0.090984,0.084248,0.079023,0.072475,0.069151,0.065395,0.059694,0.059375,0.059141,0.058211,0.05715,0.058638,0.056788,0.058621,0.061069,0.06225,0.064713,0.066033,0.063933,0.069766,0.073005,0.081066,0.086618,0.094087,0.10219,0.114532,0.125946,0.143946,0.156961,0.166314,0.175626,0.188189,0.204286,0.222193,0.240518,0.254613,0.268805,0.278576,0.287104,0.297447,0.302892,0.313309,0.321509,0.329863,0.336081,0.335585,0.327802,0.313927,0.29284,0.265733,0.236979,0.212455,0.187238,0.171958,0.155844,0.146573,0.135952,0.129978,0.121407,0.113801,0.106255,0.100678,0.094886,0.093948,0.093558,0.094919,0.098025,0.102561,0.103257,0.106215,0.107893,0.104899,0.099049,0.08927,0.07958,0.070579,0.0632,0.059677,0.058364,0.057729,0.059666,0.058722,0.058091,0.051474,0.045931,0.046634,0.04263,0.039028,0.035781,0.033787,0.0319,0.024866,0.021533,0.019473,0.016742,0.016249,0.012093,0.011666,0.008428,0.00816,0.006478,0.007816,0.006568,0.004818,0.004624,0.004518,0.004694,0.004344,0.004092,0.004342,0.004463,0.003341,0.004667,0.004292,0.0033,0.003548,0.005286,0.002519,0.002556,0.00325,0.006683,0.004062,0.001939,0.003385,0.005001,0.002538,0.001378,0.00419,0.001325,0.002923,0.00289,0.00557,0.004121,0.004186,0.003726,0.001662,0.005004,0.003961
"V30",0.178642,0.181831,0.187834,0.191597,0.195783,0.200344,0.204141,0.21135,0.210893,0.210984,0.199404,0.185012,0.17511,0.158929,0.146343,0.136945,0.126454,0.115488,0.107091,0.105349,0.102261,0.096557,0.097434,0.09878,0.097264,0.099146,0.100763,0.101086,0.103919,0.105314,0.106035,0.116201,0.125379,0.136189,0.149346,0.164615,0.180748,0.201332,0.222931,0.261025,0.28657,0.306398,0.323729,0.353519,0.386437,0.421126,0.461004,0.488332,0.515892,0.535509,0.560242,0.576903,0.594733,0.622868,0.65102,0.672063,0.688058,0.69002,0.676268,0.640043,0.596358,0.540891,0.482517,0.430962,0.379243,0.347124,0.313692,0.292287,0.270218,0.253796,0.240987,0.22291,0.209371,0.199631,0.188694,0.184312,0.182466,0.189353,0.195832,0.202953,0.211814,0.215704,0.216929,0.208656,0.198263,0.175614,0.152898,0.132242,0.114434,0.110577,0.112583,0.115956,0.113071,0.111772,0.107779,0.102337,0.093974,0.087306,0.082207,0.073253,0.066138,0.060838,0.053292,0.047872,0.042716,0.035559,0.032026,0.028549,0.024667,0.020989,0.017596,0.015265,0.014621,0.015058,0.010641,0.01128,0.00976,0.010325,0.007773,0.009017,0.010293,0.010237,0.009583,0.008191,0.008101,0.009241,0.008852,0.007832,0.007811,0.008262,0.006666,0.006637,0.007088,0.007379,0.008695,0.006481,0.008322,0.007335,0.007033,0.00797,0.007848,0.006723,0.006798,0.006103,0.008146,0.008414,0.006867,0.005476,0.007174,0.004431
"V31",0.194379,0.198957,0.202854,0.210349,0.210453,0.216981,0.22326,0.230499,0.227239,0.226987,0.216333,0.201869,0.188822,0.175151,0.15847,0.14853,0.138275,0.127914,0.120343,0.116499,0.113433,0.108847,0.106737,0.10797,0.107585,0.108584,0.112001,0.112621,0.113896,0.115959,0.11853,0.127985,0.139834,0.151934,0.165824,0.182651,0.19804,0.220939,0.242064,0.287898,0.311696,0.338476,0.352966,0.384867,0.419006,0.461687,0.498406,0.530762,0.562096,0.586296,0.605846,0.627945,0.645422,0.673974,0.704219,0.725484,0.741018,0.743856,0.724669,0.691016,0.643817,0.583145,0.521519,0.465577,0.409847,0.373468,0.340185,0.315003,0.292288,0.276516,0.258494,0.243529,0.228162,0.216617,0.20399,0.200409,0.197694,0.20114,0.210278,0.21933,0.228213,0.231759,0.234469,0.226528,0.216404,0.190543,0.166828,0.146439,0.124541,0.119068,0.1192,0.122035,0.123504,0.122481,0.116968,0.110919,0.101009,0.095015,0.086638,0.080435,0.073144,0.06567,0.060298,0.054078,0.048691,0.040679,0.034464,0.028965,0.025175,0.023534,0.019686,0.017245,0.016439,0.013514,0.013276,0.011106,0.012029,0.009638,0.00939,0.008415,0.010042,0.008421,0.009327,0.008345,0.008969,0.008254,0.009286,0.007342,0.010655,0.008245,0.008435,0.007122,0.005644,0.007793,0.007383,0.007873,0.006369,0.009056,0.006733,0.007916,0.007396,0.008514,0.008334,0.007901,0.007509,0.008904,0.009095,0.007097,0.006073,0.007977
"V32",0.031644,0.031885,0.032381,0.034947,0.035024,0.036111,0.03531,0.035065,0.035956,0.03539,0.036248,0.035401,0.034267,0.031649,0.028275,0.029883,0.027329,0.02672,0.02397,0.026059,0.025229,0.025354,0.026603,0.026478,0.027125,0.026709,0.028916,0.030578,0.031925,0.032736,0.029971,0.031658,0.032801,0.037278,0.038581,0.041413,0.043176,0.047728,0.05262,0.058073,0.063036,0.063556,0.068194,0.070887,0.076385,0.080752,0.086472,0.090965,0.098183,0.09858,0.104063,0.104811,0.103484,0.101261,0.103147,0.101372,0.103857,0.101798,0.099368,0.096122,0.089116,0.082173,0.070702,0.06445,0.058766,0.053475,0.050845,0.047234,0.044869,0.043631,0.039765,0.038697,0.034408,0.03451,0.031154,0.032162,0.02975,0.029086,0.032261,0.031747,0.030882,0.035355,0.036403,0.035135,0.034647,0.031844,0.028783,0.025677,0.024598,0.021648,0.02231,0.022058,0.022092,0.022933,0.021275,0.018548,0.018203,0.016348,0.017297,0.015999,0.015562,0.014285,0.015389,0.012413,0.01011,0.009376,0.007187,0.007301,0.005839,0.003422,0.003416,0.003976,0.002845,0.003663,0.001262,0.000314,0.002131,0.001632,0.002715,0.000102,-0.001206,0.001505,0.001837,0.001509,0.001556,0.001065,0.00212,0.000692,0.003059,0.001239,0.000419,0.002209,0.000878,0.001224,0.000816,0.001986,0.001007,0.002012,0.000968,3.1e-05,0.000624,4.7e-05,0.001103,0.000294,0.001851,0.001428,0.000933,0.001366,0.001648,-0.000393
"V33",0.105767,0.103843,0.101488,0.10069,0.10243,0.102733,0.103061,0.105506,0.106308,0.105013,0.102863,0.100226,0.099027,0.094417,0.087967,0.08197,0.076368,0.071917,0.064613,0.063232,0.06332,0.063233,0.065298,0.062232,0.063639,0.062436,0.062905,0.065536,0.067822,0.070758,0.076355,0.080884,0.083863,0.091871,0.099556,0.110263,0.116899,0.132408,0.143221,0.157583,0.171003,0.182195,0.192499,0.20968,0.225616,0.246839,0.265198,0.281687,0.298142,0.306308,0.315703,0.317023,0.322214,0.32641,0.330215,0.340055,0.346599,0.350359,0.347386,0.339145,0.320058,0.288182,0.256966,0.225546,0.19428,0.176956,0.161074,0.151054,0.145041,0.1349,0.125956,0.118562,0.11232,0.106622,0.100244,0.096272,0.097491,0.098841,0.101972,0.107586,0.111608,0.114004,0.113839,0.110297,0.107394,0.095683,0.084395,0.06982,0.060309,0.057424,0.057385,0.060641,0.061742,0.059458,0.053331,0.047064,0.040981,0.035933,0.031612,0.027669,0.023269,0.022962,0.017062,0.016508,0.015191,0.011078,0.01024,0.006951,0.006989,0.005224,0.006823,0.0052,0.005798,0.003788,0.004502,0.003353,0.003071,0.003004,0.003103,0.001615,0.001027,0.004335,0.002673,0.002893,0.003587,0.002275,0.001477,0.002122,0.001456,0.00396,0.003518,0.00447,0.001764,0.001639,0.003487,0.002123,0.002463,0.001975,0.001823,0.001291,0.000879,0.000479,3e-04,0.000195,0.002201,0.001119,0.001883,-0.000258,0.002625,7.6e-05
"V34",0.165877,0.175149,0.18447,0.190891,0.197233,0.203908,0.209311,0.216619,0.216448,0.215364,0.202823,0.186147,0.168748,0.154534,0.140443,0.13097,0.121944,0.112776,0.105133,0.102932,0.1015,0.097228,0.093658,0.093974,0.097151,0.097576,0.099711,0.101027,0.10074,0.100493,0.099202,0.107085,0.116332,0.128995,0.141314,0.154802,0.168011,0.187977,0.208315,0.250675,0.275496,0.299948,0.310843,0.335146,0.370598,0.406113,0.440127,0.470171,0.496652,0.51674,0.538181,0.562649,0.583148,0.618227,0.651896,0.672545,0.686772,0.684366,0.661087,0.618301,0.57365,0.52152,0.469289,0.422428,0.376495,0.345079,0.314648,0.290645,0.266452,0.251231,0.236153,0.2213,0.207506,0.196397,0.186073,0.182376,0.183262,0.188244,0.193872,0.19899,0.208012,0.209987,0.211771,0.201985,0.19369,0.174186,0.155068,0.137623,0.12089,0.114806,0.115481,0.113933,0.11233,0.112921,0.113325,0.10838,0.10586,0.099729,0.097267,0.090948,0.082188,0.074557,0.069408,0.061131,0.055823,0.04824,0.040709,0.034358,0.028832,0.026751,0.022746,0.018292,0.018969,0.015376,0.012986,0.012504,0.011364,0.013416,0.011455,0.01011,0.007881,0.010324,0.008572,0.009399,0.008985,0.00833,0.008261,0.008946,0.009744,0.007551,0.006742,0.009588,0.007444,0.008654,0.008168,0.008306,0.009205,0.010426,0.010781,0.010019,0.010612,0.011575,0.010339,0.009475,0.00994,0.009543,0.00849,0.008051,0.007979,0.007636
"V35",0.150367,0.155,0.16164,0.164421,0.171543,0.177252,0.183435,0.187226,0.188405,0.18749,0.174532,0.161299,0.149006,0.135878,0.12239,0.115454,0.106073,0.097901,0.089699,0.087671,0.087324,0.084667,0.079733,0.081584,0.080502,0.082573,0.083888,0.083596,0.083721,0.085006,0.084156,0.091608,0.101068,0.111762,0.12327,0.135574,0.148108,0.163846,0.183422,0.218668,0.241009,0.257879,0.270509,0.293688,0.325936,0.355549,0.389097,0.412176,0.438757,0.454284,0.474692,0.492794,0.512152,0.541776,0.569137,0.589791,0.601551,0.601088,0.583964,0.549449,0.507325,0.460173,0.416039,0.372607,0.330044,0.303585,0.274909,0.25475,0.235536,0.221148,0.207084,0.194814,0.181664,0.171742,0.162461,0.160466,0.157645,0.163418,0.168498,0.174588,0.184061,0.186221,0.186985,0.178295,0.167128,0.151018,0.133344,0.116803,0.103633,0.09875,0.09669,0.098326,0.101082,0.099395,0.096625,0.092718,0.088001,0.082071,0.079556,0.073819,0.067254,0.060726,0.055428,0.049778,0.042587,0.037209,0.033713,0.02926,0.024738,0.020982,0.018355,0.016852,0.013579,0.014015,0.013158,0.011342,0.012695,0.009221,0.009903,0.007954,0.007063,0.008112,0.008018,0.00657,0.006485,0.007893,0.006718,0.008412,0.006953,0.008078,0.007851,0.007549,0.00602,0.008971,0.007656,0.007583,0.006623,0.009868,0.006366,0.008865,0.008201,0.008895,0.008554,0.008632,0.008191,0.007992,0.007552,0.006834,0.006135,0.005634
"V36",0.146789,0.150259,0.154605,0.157861,0.162906,0.162762,0.167717,0.172672,0.172776,0.170166,0.163449,0.154962,0.144446,0.133646,0.124046,0.112697,0.104781,0.097454,0.09067,0.088896,0.085013,0.084491,0.082413,0.082618,0.082942,0.082273,0.084289,0.085459,0.088539,0.09077,0.093661,0.099354,0.107868,0.116465,0.128109,0.139267,0.154617,0.169355,0.184503,0.217875,0.239499,0.257196,0.26986,0.294272,0.320374,0.348954,0.38073,0.403826,0.428242,0.444032,0.46046,0.474519,0.489505,0.511384,0.529556,0.54739,0.559324,0.560648,0.55057,0.522922,0.488659,0.44006,0.396596,0.35248,0.312344,0.284047,0.257148,0.239673,0.220839,0.209368,0.197446,0.186197,0.173093,0.161908,0.153826,0.150786,0.149219,0.154823,0.158714,0.16573,0.172677,0.176881,0.178384,0.170665,0.165289,0.144494,0.126346,0.109184,0.094234,0.091752,0.089235,0.091244,0.092223,0.09345,0.091864,0.084277,0.076797,0.071642,0.066191,0.056299,0.05365,0.049687,0.042941,0.040111,0.034163,0.028679,0.025351,0.023341,0.018012,0.015561,0.015051,0.014419,0.011492,0.010416,0.008378,0.008333,0.007119,0.006844,0.006421,0.00711,0.006706,0.008428,0.004451,0.006661,0.005765,0.006803,0.004685,0.005837,0.004801,0.005189,0.00544,0.006581,0.006855,0.005401,0.005017,0.004916,0.006491,0.006245,0.006707,0.005761,0.005036,0.008207,0.006499,0.007994,0.007196,0.007353,0.006549,0.00626,0.005567,0.003113
"V37",0.116423,0.117834,0.118644,0.120623,0.122316,0.124405,0.125771,0.12935,0.129411,0.128415,0.125465,0.117089,0.113519,0.105928,0.097708,0.092597,0.087188,0.079063,0.072672,0.071803,0.072361,0.070991,0.070298,0.071455,0.071652,0.071061,0.070965,0.073353,0.074015,0.078476,0.081451,0.085965,0.091739,0.099436,0.107181,0.117735,0.127909,0.143299,0.15671,0.176019,0.191771,0.20759,0.219,0.235952,0.254958,0.276521,0.301942,0.318645,0.337209,0.350946,0.35973,0.371409,0.377498,0.389172,0.397495,0.410622,0.419894,0.42087,0.41461,0.398223,0.373963,0.33802,0.300584,0.267726,0.233373,0.211241,0.193142,0.183527,0.168841,0.16051,0.149022,0.140788,0.132063,0.125538,0.119026,0.115658,0.116576,0.116208,0.121168,0.126238,0.133239,0.135789,0.136598,0.131284,0.127134,0.111381,0.097336,0.08498,0.07406,0.070317,0.068661,0.071342,0.07316,0.070123,0.06837,0.063771,0.055228,0.051791,0.046987,0.042093,0.037235,0.03353,0.031573,0.027956,0.023105,0.020934,0.0181,0.015023,0.011954,0.010782,0.009324,0.010138,0.007898,0.006468,0.005836,0.0067,0.005853,0.005216,0.004283,0.007003,0.004599,0.004969,0.003328,0.003825,0.00513,0.003812,0.004088,0.003629,0.003892,0.004761,0.003726,0.003058,0.004069,0.002418,0.002073,0.003309,0.00352,0.004339,0.004223,0.002267,0.003398,0.005024,0.004398,0.003619,0.003923,0.004217,0.00391,0.003354,0.003959,0.003518
"V38",0.077073,0.078257,0.077684,0.080118,0.079333,0.081795,0.084588,0.085761,0.085731,0.085415,0.081751,0.077613,0.074002,0.067918,0.062618,0.059091,0.051872,0.050743,0.044384,0.044287,0.043797,0.042842,0.041004,0.039623,0.039567,0.038728,0.040519,0.042258,0.04009,0.044444,0.045526,0.049795,0.054002,0.058396,0.063258,0.06967,0.077336,0.085284,0.094747,0.110245,0.120291,0.131812,0.136613,0.151021,0.161976,0.179179,0.196485,0.207791,0.21982,0.227908,0.236412,0.242066,0.2523,0.259262,0.270085,0.279011,0.285799,0.286925,0.283811,0.27259,0.252681,0.230048,0.203551,0.182244,0.159502,0.146447,0.128112,0.120729,0.113136,0.105524,0.097136,0.095895,0.089416,0.082948,0.07789,0.077764,0.07602,0.076604,0.082288,0.085862,0.088906,0.088562,0.089548,0.087614,0.085722,0.073837,0.063335,0.054519,0.04607,0.04534,0.044503,0.044715,0.04696,0.044941,0.043907,0.03937,0.035045,0.030757,0.028435,0.024527,0.022522,0.02018,0.018536,0.015748,0.014674,0.012877,0.010507,0.011493,0.007299,0.00893,0.005003,0.005891,0.004814,0.005171,0.005701,0.004139,0.003824,0.003368,0.002726,0.002191,0.004087,0.000786,0.003811,0.00175,0.003333,0.002718,0.002648,0.001956,0.004213,0.002681,0.003765,0.004242,0.002525,0.000177,0.002716,0.00216,0.002543,0.004694,0.004271,0.002823,0.003119,0.002027,0.001259,0.002617,0.003777,0.002196,0.004264,0.000931,0.002717,0.002863
"V39",0.073684,0.071956,0.07285,0.073561,0.073623,0.070869,0.075223,0.073767,0.074807,0.074135,0.072703,0.07181,0.068376,0.06379,0.058128,0.055269,0.05016,0.047033,0.042293,0.039501,0.039347,0.038306,0.036608,0.034895,0.03408,0.036068,0.035714,0.037455,0.038176,0.040302,0.043163,0.046719,0.05082,0.05714,0.061689,0.068758,0.073061,0.082938,0.090946,0.103801,0.112363,0.121013,0.127617,0.141089,0.151835,0.166902,0.183228,0.193122,0.205848,0.213113,0.220799,0.225067,0.228152,0.23656,0.242588,0.251207,0.256359,0.259701,0.259506,0.254921,0.239045,0.213542,0.189415,0.164678,0.144517,0.131731,0.117941,0.11091,0.104688,0.096057,0.088914,0.085688,0.080703,0.07666,0.070617,0.071234,0.067635,0.071772,0.073833,0.079318,0.082975,0.082186,0.082309,0.079073,0.075754,0.067496,0.05814,0.046611,0.041212,0.036475,0.038442,0.04056,0.040378,0.041147,0.038479,0.032006,0.028058,0.02419,0.018135,0.017591,0.014732,0.012791,0.010778,0.00781,0.010283,0.008317,0.006387,0.005235,0.005097,0.003498,0.003425,0.003787,0.002548,0.002544,0.003557,0.002227,0.002145,0.001127,0.003693,0.0025,0.001417,0.00192,0.00142,0.003154,0.001419,0.001786,0.002962,0.002888,0.001871,0.001785,0.001265,0.003589,0.001683,0.002531,0.001461,0.0013,0.002824,-1e-04,0.002077,0.00103,0.001415,0.000353,2e-04,0.00285,0.000693,0.001823,0.00172,0.001664,-0.000208,0.001673
"V40",0.104929,0.102651,0.104353,0.104936,0.105464,0.103809,0.108001,0.108863,0.1109,0.108636,0.105897,0.104237,0.100229,0.093371,0.089072,0.080435,0.076379,0.071012,0.064223,0.064818,0.060983,0.060633,0.061918,0.060829,0.058221,0.060115,0.062545,0.061605,0.064307,0.068493,0.071428,0.075765,0.081208,0.087371,0.096505,0.102976,0.114344,0.125142,0.137436,0.155267,0.168145,0.180927,0.191331,0.207222,0.224259,0.243663,0.263057,0.279637,0.297657,0.306799,0.318716,0.325046,0.330331,0.337476,0.344034,0.354449,0.361884,0.363475,0.362292,0.350432,0.327417,0.296394,0.266068,0.232886,0.204409,0.183377,0.165806,0.159708,0.146393,0.13828,0.12833,0.122441,0.117202,0.109928,0.103132,0.10037,0.099573,0.102958,0.105934,0.108958,0.115032,0.117444,0.119228,0.113019,0.110904,0.096995,0.083445,0.073081,0.062311,0.060204,0.059792,0.060721,0.06181,0.061267,0.056325,0.050374,0.046224,0.037771,0.034226,0.031716,0.02825,0.02439,0.021943,0.020734,0.017259,0.014257,0.012373,0.009992,0.009823,0.007137,0.007663,0.005793,0.005391,0.005405,0.003654,0.004519,0.004445,0.00359,0.003596,0.001949,0.004346,0.002464,0.004025,0.005061,0.004475,0.003251,0.004365,0.003852,0.005022,0.004206,0.002143,0.001697,0.002874,0.002865,0.003703,0.005307,0.002356,0.002502,0.00309,0.003074,0.001736,0.001543,0.003304,0.00304,0.003037,0.00237,0.001989,0.004763,0.001986,0.001559
"V41",0.180609,0.182623,0.186306,0.189734,0.19631,0.199409,0.203345,0.209728,0.20926,0.209097,0.197492,0.188179,0.175467,0.161359,0.147973,0.137668,0.130874,0.121004,0.1118,0.106671,0.105821,0.103234,0.102732,0.100514,0.101022,0.103442,0.105218,0.106063,0.109302,0.110074,0.113457,0.121073,0.132435,0.14293,0.158865,0.172017,0.187677,0.206585,0.229516,0.265698,0.291492,0.311976,0.327219,0.358657,0.389549,0.42622,0.463496,0.493427,0.522579,0.542153,0.561314,0.580078,0.59391,0.61961,0.642974,0.662795,0.676325,0.679438,0.665761,0.63328,0.592388,0.533871,0.479773,0.427792,0.376805,0.343879,0.314172,0.292141,0.266797,0.254986,0.238143,0.223633,0.2078,0.198205,0.186351,0.183652,0.180935,0.186958,0.192698,0.201858,0.210044,0.212373,0.216231,0.207879,0.198972,0.178086,0.153825,0.134165,0.116716,0.109564,0.112525,0.111719,0.114004,0.111683,0.10846,0.100905,0.09392,0.086096,0.078651,0.072994,0.065428,0.060364,0.052542,0.047142,0.040538,0.035534,0.031328,0.027289,0.022621,0.019419,0.015476,0.016729,0.013097,0.013096,0.013106,0.010819,0.008074,0.009212,0.007864,0.007883,0.007967,0.006602,0.008211,0.008647,0.007412,0.006732,0.006597,0.007855,0.008053,0.008546,0.008638,0.006147,0.00625,0.006974,0.005276,0.009062,0.0066,0.008918,0.008484,0.005306,0.008069,0.006789,0.005941,0.007896,0.006611,0.007774,0.006194,0.006378,0.004778,0.006642
"V42",0.169045,0.173551,0.179898,0.182206,0.189552,0.191487,0.198211,0.202931,0.200927,0.202213,0.190513,0.177834,0.163155,0.151129,0.138339,0.129692,0.118277,0.109538,0.100544,0.09622,0.0956,0.092124,0.088177,0.089552,0.090228,0.088628,0.091939,0.090045,0.092192,0.094494,0.093604,0.105423,0.115365,0.126333,0.13892,0.154367,0.166729,0.188032,0.206797,0.244423,0.26883,0.290824,0.302798,0.329888,0.364421,0.401376,0.437493,0.464979,0.492639,0.514872,0.532168,0.552319,0.572037,0.599211,0.626863,0.648045,0.665853,0.666444,0.651265,0.619233,0.576173,0.525013,0.466388,0.418815,0.367483,0.336335,0.304218,0.28147,0.25949,0.24433,0.22914,0.215144,0.200899,0.190165,0.179218,0.175056,0.173756,0.181592,0.187003,0.195892,0.203,0.20827,0.206959,0.199285,0.189142,0.166448,0.145742,0.1278,0.108824,0.104203,0.103555,0.105632,0.107767,0.107027,0.103222,0.096456,0.089262,0.082727,0.077626,0.069603,0.064029,0.057089,0.050179,0.046041,0.039128,0.035845,0.032131,0.025289,0.023115,0.020876,0.017942,0.015027,0.013008,0.012835,0.010638,0.011385,0.009616,0.01073,0.008713,0.009039,0.00788,0.007147,0.008053,0.007985,0.005949,0.007205,0.007778,0.008743,0.008132,0.0079,0.006181,0.00846,0.005732,0.006871,0.007857,0.006104,0.006719,0.007877,0.007923,0.007118,0.008395,0.006444,0.007883,0.007535,0.006483,0.007346,0.007539,0.006963,0.005193,0.006562
"V43",0.081231,0.083963,0.087085,0.089276,0.089382,0.09395,0.098275,0.099835,0.10086,0.100754,0.093144,0.089969,0.079736,0.074415,0.066296,0.061663,0.058939,0.052206,0.047762,0.046249,0.044902,0.043163,0.043698,0.043495,0.043338,0.044742,0.045544,0.045945,0.045632,0.045985,0.04518,0.049913,0.054444,0.061431,0.065005,0.073406,0.080509,0.089623,0.098699,0.118217,0.130347,0.138971,0.14566,0.159233,0.176821,0.192675,0.205878,0.222026,0.233475,0.244114,0.254262,0.264017,0.276263,0.290487,0.302966,0.313737,0.321812,0.321692,0.314252,0.296784,0.274249,0.247638,0.221452,0.201217,0.176365,0.163218,0.147318,0.135301,0.125228,0.120202,0.11098,0.104289,0.097598,0.092739,0.087271,0.085899,0.085087,0.087371,0.090964,0.092449,0.09842,0.099396,0.098566,0.09567,0.090631,0.07967,0.070722,0.06291,0.054204,0.052167,0.052069,0.053157,0.054713,0.052323,0.052185,0.046394,0.045884,0.04335,0.040729,0.03619,0.035281,0.02947,0.028995,0.026158,0.02264,0.018094,0.016224,0.014269,0.011378,0.011886,0.010593,0.00731,0.007031,0.007001,0.006718,0.005669,0.004779,0.003705,0.005691,0.002371,0.004428,0.00371,0.003697,0.003626,0.004329,0.004974,0.003512,0.002407,0.002566,0.004003,0.004237,0.003488,0.001707,0.002253,0.003152,0.0038,0.004184,0.004985,0.003332,0.004748,0.003533,0.004388,0.004612,0.006285,0.004881,0.004191,0.005174,0.00461,0.004254,0.002632
"V44",0.100636,0.100938,0.100863,0.102261,0.104012,0.105338,0.107798,0.111397,0.110309,0.110542,0.105664,0.101019,0.0971,0.088948,0.081739,0.07549,0.073057,0.066388,0.060196,0.059494,0.057806,0.057853,0.057512,0.057691,0.056364,0.05708,0.057813,0.058018,0.057598,0.060845,0.06218,0.069512,0.07383,0.081385,0.086356,0.097141,0.106455,0.117655,0.127886,0.147944,0.160268,0.171872,0.1815,0.196635,0.215052,0.233617,0.254052,0.271606,0.288561,0.297827,0.307033,0.317313,0.322501,0.333406,0.344691,0.354155,0.360949,0.364976,0.358693,0.347092,0.325304,0.291916,0.261734,0.231508,0.203471,0.18452,0.166438,0.157777,0.144134,0.137674,0.128669,0.119423,0.112469,0.107242,0.101937,0.097268,0.098546,0.101423,0.104468,0.109227,0.11399,0.115192,0.117385,0.110831,0.105742,0.093676,0.083699,0.071532,0.059587,0.059649,0.059613,0.060633,0.062206,0.060833,0.056542,0.05193,0.046501,0.042354,0.039532,0.034731,0.031952,0.028881,0.024572,0.022315,0.019653,0.015443,0.015852,0.012683,0.010708,0.009117,0.008871,0.006929,0.007644,0.006335,0.005986,0.001933,0.004824,0.003084,0.004516,0.004972,0.004828,0.004869,0.004283,0.003734,0.004674,0.000859,0.004085,0.005206,0.002864,0.003613,0.004111,0.003034,0.003331,0.004315,0.003849,0.00253,0.003061,0.002198,0.003342,0.002425,0.003204,0.002257,0.002767,0.005239,0.005512,0.004142,0.003685,0.001978,0.002611,0.003181
